permno,permco,cusip,comnam,namedt,nameenddt,end_date,st_date,siccd,gvkey
86278,16219,58404T10,MEDCARE TECHNOLOGIES INC,1998-07-20,2000-10-25,2000-10-25,1998-07-20,8090,062056
76016,10352,89369110,GENERAL PARCEL SERVICE INC,1989-11-02,1997-07-01,2000-10-24,1989-11-02,4210,018545
86390,16304,70321D10,PATHWAYS GROUP INC,1998-10-30,2000-10-24,2000-10-24,1998-10-30,7370,065282
11796,9594,55036810,LUND ENTERPRISES INC,1987-10-30,1989-10-19,2000-10-23,1987-10-30,3710,014383
83134,14397,29287210,ENGINEERING ANIMATION INC,1996-02-29,2000-07-31,2000-10-23,1996-02-29,7370,062284
78113,11859,69364P30,AERIAL ASSAULT INC,1992-12-16,1994-09-29,2000-10-23,1992-12-16,3140,026009
84130,15023,84862310,SPLASH TECHNOLOGY HOLDINGS INC,1996-10-09,2000-10-23,2000-10-23,1996-10-09,3570,063744
79931,12622,89186410,TOWER TECH INC,1993-11-30,2000-10-20,2000-10-20,1993-11-30,3580,029311
85750,15868,86888L10,SURREY INC,1998-01-08,2000-10-19,2000-10-19,1998-01-08,2840,066108
83150,14366,62887410,N C S HEALTHCARE INC,1996-02-14,2000-10-19,2000-10-19,1996-02-14,5910,062109
77687,11585,90332B20,R T INDUSTRIES INC,1992-06-18,1995-02-15,2000-10-18,1992-06-18,3710,025401
10087,8031,07465510,BEAUTICONTROL COSMETICS INC,1986-03-06,2000-10-18,2000-10-18,1986-03-06,5960,013119
84600,15392,19574610,COLONIAL DOWNS HOLDINGS INC,1997-03-18,2000-08-14,2000-10-18,1997-03-18,7940,064491
80565,13091,03839910,PAGING PARTNERS CORP,1994-05-19,1999-03-31,2000-10-18,1994-05-19,4810,030226
82804,27601,35104210,4FRONT SOFTWARE INTL INC,1996-01-03,1997-12-30,2000-10-17,1996-01-03,7370,009804
79511,12330,63735510,NATIONAL RECORD MART INC,1993-08-05,2000-10-17,2000-10-17,1993-08-05,5730,028697
86243,16238,09000820,BIKERS DREAM INC,1998-07-29,2000-10-17,2000-10-17,1998-07-29,5500,061071
79105,3559,70355520,PAUL HARRIS STORES INC,1993-04-14,2000-10-16,2000-10-16,1993-04-14,5630,008390
87391,17411,37426610,GETTHERE COM INC,1999-11-23,2000-07-09,2000-10-16,1999-11-23,7380,126715
34939,16306,83366A20,SOCIETE EUROPEENNE DE COMM SA,1998-11-04,2000-10-13,2000-10-13,1998-11-04,4812,
34938,16306,83366A10,SOCIETE EUROPEENNE DE COMM SA,1998-11-04,2000-10-13,2000-10-13,1998-11-04,4812,
76208,10658,89621J10,VIDMARK INC,1990-06-29,1992-06-01,2000-10-13,1990-06-29,7820,022536
85722,15447,38348610,GO2NET INC,1997-04-23,2000-10-12,2000-10-12,1997-04-23,7370,064669
86642,7829,46119010,CIRCLE EXPRESS INC,1985-11-05,1986-03-31,2000-10-12,1985-11-05,4723,011807
80636,13168,45868810,INTERIORS INC,1994-06-23,2000-10-11,2000-10-11,1994-06-23,5960,030974
85021,15538,51806K10,LASER POWER CORP,1997-06-19,2000-10-11,2000-10-11,1997-06-19,3820,064936
80324,12913,26249730,DRYPERS CORP,1994-03-11,2000-10-10,2000-10-10,1994-03-11,2670,029878
84093,15091,04535410,JAVELIN SYSTEMS INC,1996-10-29,2000-01-30,2000-10-10,1996-10-29,3570,063890
80145,12808,03460310,ANESTA CORP,1994-01-28,2000-10-10,2000-10-10,1994-01-28,2830,029643
84527,15317,25383810,DATAMARK HOLDING INC,1997-02-05,1998-04-22,2000-10-10,1997-02-05,7310,031734
80220,12887,00371230,ABLE TELECOM HOLDING CORP,1994-02-28,1994-02-28,2000-10-09,1994-02-28,1730,017209
77446,11438,29644310,ESKIMO PIE CORP,1992-03-31,2000-10-06,2000-10-06,1992-03-31,2060,020118
87594,17966,21720810,COPE INC,2000-02-11,2000-07-31,2000-10-06,2000-02-11,7370,014416
81602,13736,N0804410,BAAN COMPANY NV,1995-05-19,2000-10-06,2000-10-06,1995-05-19,7370,061385
87221,17140,02145A10,ALTEON WEBSYSTEMS INC,1999-09-24,2000-07-31,2000-10-05,1999-09-24,3570,124174
83626,14738,08989310,BIGMAR INC,1996-06-20,2000-10-05,2000-10-05,1996-06-20,2830,063082
85016,15550,28249110,800 JR CIGAR INC,1997-06-26,2000-10-04,2000-10-04,1997-06-26,5190,064989
82517,13681,74957310,R H PHILLIPS INC,1995-10-02,2000-10-04,2000-10-04,1995-10-02,2080,061372
84569,15337,95101810,WESLEY JESSEN VISIONCARE INC,1997-02-13,2000-10-03,2000-10-03,1997-02-13,3850,064611
87613,17987,47631910,JEREMYS MICROBATCH ICE CREAMS IN,2000-02-15,2000-07-31,2000-10-03,2000-02-15,5450,130303
84265,15137,83168P10,SMALLWORLDWIDE,1996-11-13,2000-10-03,2000-10-03,1996-11-13,7370,063981
80352,12929,71601610,PETCO ANIMAL SUPPLIES INC,1994-03-18,2000-10-02,2000-10-02,1994-03-18,5990,029909
85456,15784,08410210,BERINGER WINE ESTATES HLDGNS INC,1997-10-29,2000-10-02,2000-10-02,1997-10-29,2080,065701
86167,7810,11988210,BUFFETS INC,1985-10-25,2000-10-02,2000-10-02,1985-10-25,5812,011815
83270,14430,40391710,H M T TECHNOLOGY CORP,1996-03-13,2000-07-31,2000-10-02,1996-03-13,3670,062377
86931,35060,09179110,BIZNESSONLINE COM INC,1999-05-12,2000-09-29,2000-09-29,1999-05-12,7370,120434
81005,13365,72077310,PIERCING PAGODA INC,1994-10-13,2000-09-29,2000-09-29,1994-10-13,5940,030782
83841,14921,03237110,ANACOMP INC DEL,1996-08-21,2000-07-31,2000-09-29,1996-08-21,7370,001627
87754,18453,09347T10,BLAZE SOFTWARE INC,2000-03-23,2000-09-29,2000-09-29,2000-03-23,7370,133284
10194,8132,83470610,SOMERSET GROUP INC,1986-04-28,1999-06-30,2000-09-29,1986-04-28,3270,012738
80295,28143,78190310,FEDERAL INDUSTRIES LTD CDA,1994-02-08,1995-05-31,2000-09-29,1994-02-08,5050,004599
83241,14484,06806210,BARNETT INC,1996-03-29,2000-09-29,2000-09-29,1996-03-29,5070,062515
88506,38408,15677Q10,CEREUS TECHNOLOGY PARTNERS INC,2000-08-28,2000-09-29,2000-09-29,2000-08-28,7371,
87123,35214,92906W10,VOYAGER NET INC,1999-07-21,2000-09-29,2000-09-29,1999-07-21,7370,122149
85326,15644,93443520,WARNER CHILCOTT PLC,1997-08-08,1999-03-14,2000-09-28,1997-08-08,2830,065252
83914,14895,87993140,TELIDENT INC,1996-08-13,1998-01-12,2000-09-27,1996-08-13,3660,024140
85508,15752,89192410,TRACK N TRAIL,1997-10-10,2000-09-26,2000-09-26,1997-10-10,3140,065592
88939,7600,45031S10,INDUSTRIAL TRAINING CORP,1985-06-18,1997-05-21,2000-09-25,1985-06-18,8330,011991
84045,15013,00130R10,ADVANCED HEALTH CORP,1996-10-03,1999-01-31,2000-09-22,1996-10-03,8090,063693
77387,11379,29264K10,ENDOSONICS CORP,1992-03-04,2000-09-22,2000-09-22,1992-03-04,3840,024988
82604,14166,70321E10,PATHOGENESIS CORP,1995-11-22,2000-09-21,2000-09-21,1995-11-22,2830,061601
87331,17189,48205010,JUPITER COMMUNICATIONS INC,1999-10-08,2000-09-20,2000-09-20,1999-10-08,8700,124679
77056,29125,92551410,VETERINARY CENTERS OF AMERICA,1991-10-10,1992-03-18,2000-09-20,1991-10-10,742,024539
84796,15492,14175010,CAREY INTERNATIONAL INC,1997-05-28,2000-09-19,2000-09-19,1997-05-28,4110,064822
12086,9896,83224510,SMITHFIELD COMPANIES INC,1988-08-09,2000-07-31,2000-09-18,1988-08-09,2010,014629
11853,9730,91803110,FLOWMOLE CORP,1988-03-25,1991-04-18,2000-09-15,1988-03-25,3530,014337
86953,16589,03831Q10,APPNET SYSTEMS INC,1999-06-18,1999-10-05,2000-09-13,1999-06-18,7370,121453
84324,15253,70291510,PATIENT INFOSYSTEMS INC,1996-12-20,2000-07-31,2000-09-13,1996-12-20,8090,064197
84793,15458,11246210,BROOKDALE LIVING COMM INC,1997-05-02,2000-09-13,2000-09-13,1997-05-02,8360,064711
79837,5742,41743450,HARVARD INDUSTRIES INC,1993-11-15,1995-05-17,2000-09-13,1993-11-15,3710,005508
75608,10229,58461U10,SYNETIC INC,1989-06-28,1999-06-30,2000-09-12,1989-06-28,3840,016469
79706,12460,68272W10,I V I PUBLISHING INC,1993-10-06,1998-06-16,2000-09-12,1993-10-06,7370,028973
86955,16585,14170M10,CAREINSITE INC,1999-06-16,2000-09-12,2000-09-12,1999-06-16,7370,121374
78029,11770,76123550,RESPONSE USA INC,1992-10-23,1995-11-19,2000-09-12,1992-10-23,3660,025136
85227,15583,98150010,WORLD OF SCIENCE INC,1997-07-08,2000-09-11,2000-09-11,1997-07-08,8200,065051
86782,16448,68267P10,ONEMAIN COM INC,1999-03-25,2000-09-11,2000-09-11,1999-03-25,7370,119256
81266,13576,91232530,U S OFFICE PRODUCTS CO,1995-02-15,1998-06-09,2000-09-08,1995-02-15,5110,031537
78753,11466,25063710,DESTRON I D I INC,1992-04-14,1994-08-02,2000-09-08,1992-04-14,3690,025149
86096,16099,92343310,VERIO INC,1998-05-12,2000-09-08,2000-09-08,1998-05-12,7370,110535
75055,10097,27886420,ECOGEN INC,1987-06-18,1989-01-29,2000-09-08,1987-06-18,2879,013483
76430,10755,92336620,RINGER CORP,1990-09-19,1998-07-26,2000-09-08,1990-09-19,5190,023135
79023,12056,82655N10,NEWVISION TECHNOLOGY INC,1993-03-31,1994-07-31,2000-09-08,1993-03-31,7350,028020
86275,16229,45384X10,INDEPENDENT ENERGY HLDGS PLC,1998-07-24,2000-09-07,2000-09-07,1998-07-24,4910,207154
81011,13363,86345110,STROUDS INC,1994-10-12,2000-09-07,2000-09-07,1994-10-12,5990,030777
88375,37742,82708487,SILICONWARE PRECISION INDS CO LT,2000-06-02,2000-09-06,2000-09-06,2000-06-02,3674,208068
85852,15958,87483510,TAM RESTAURANTS INC,1998-02-10,2000-09-06,2000-09-06,1998-02-10,5810,066428
86957,16590,23243P10,CYBEAR INC,1999-06-18,2000-09-06,2000-09-06,1999-06-18,7370,117841
83246,14410,17003810,CHIREX INC,1996-03-06,2000-09-06,2000-09-06,1996-03-06,2830,062320
84590,15352,45244J10,IMAGE SYSTEMS CORP,1997-02-21,2000-09-06,2000-09-06,1997-02-21,3570,062295
76543,28928,45043010,AIR CURE ENVIRONMENTAL INC,1990-12-14,1994-09-06,2000-09-06,1990-12-14,3560,023499
87775,18400,43740K10,HOMEGROCER COM INC,2000-03-10,2000-09-05,2000-09-05,2000-03-10,5410,132700
10410,8326,48023610,JONES MEDICAL INDUSTRIES INC,1986-06-25,1998-05-21,2000-08-31,1986-06-25,2830,012382
87566,17679,84893610,SPIROS DEVELOPMENT CORP II INC,2000-01-05,2000-08-31,2000-08-31,2000-01-05,2830,
81519,13590,92552U10,VIASOFT INC,1995-03-01,2000-08-31,2000-08-31,1995-03-01,7370,031571
85808,15960,12508610,CDNOW INC,1998-02-10,1999-03-17,2000-08-31,1998-02-10,5730,066423
11522,9352,86627E10,SUMMIT TECHNOLOGY INC,1987-07-16,2000-08-31,2000-08-31,1987-07-16,3840,013600
85881,16012,50187310,LJL BIOSYSTEMS INC,1998-03-13,2000-08-30,2000-08-30,1998-03-13,3820,066658
80351,12955,69325810,P C SERVICE SOURCE INC,1994-03-29,2000-08-29,2000-08-29,1994-03-29,5060,029963
84220,15116,33763T10,INTERAMERICAS COMMUNICATIONS COR,1996-11-06,1998-10-29,2000-08-28,1996-11-06,4810,030750
84310,15239,34415P10,INTELLICELL CORP,1996-12-18,1999-10-11,2000-08-28,1996-12-18,5060,064174
11088,8482,24359330,UTILITECH INC,1987-02-10,1989-10-31,2000-08-28,1987-02-10,1620,012467
85670,15754,90331T10,U S A FLORAL PRODUCTS INC,1997-10-10,2000-08-28,2000-08-28,1997-10-10,5190,065593
75864,10392,05600730,B T SHIPPING LTD,1989-11-28,1999-03-30,2000-08-28,1989-11-28,4410,018062
79521,12365,20589S10,CFI PROSERVICES INC,1993-08-18,1999-06-30,2000-08-25,1993-08-18,7380,028756
87234,17130,G4509W10,HI Q WASON INC,1999-09-22,2000-08-25,2000-08-25,1999-09-22,5140,
77276,11301,71940F10,PHYCOR INC,1992-01-22,1999-06-30,2000-08-24,1992-01-22,8090,024858
84612,15396,31659P10,FIELDWORKS INC,1997-03-20,2000-08-24,2000-08-24,1997-03-20,3570,064507
87655,17908,74764T10,QUANTUM EFFECT DEVICES INC,2000-02-01,2000-08-24,2000-08-24,2000-02-01,3670,129083
86883,16523,14168410,CAREERBUILDER INC,1999-05-12,2000-08-24,2000-08-24,1999-05-12,7370,120435
77625,11536,95988110,Y G DEVELOPMENT CO,1992-05-21,1992-10-14,2000-08-24,1992-05-21,4940,023137
81627,13731,54959610,LUCOR INC,1995-05-18,2000-08-23,2000-08-23,1995-05-18,8980,031686
78022,11772,17289410,CITATION COMPUTER SYSTEMS INC,1992-10-23,2000-07-31,2000-08-22,1992-10-23,7370,025864
81686,13807,12329K10,BUSINESS RESOURCE GROUP,1995-06-28,2000-07-31,2000-08-17,1995-06-28,5020,060935
81015,13380,90328Q10,U S DIAGNOSTIC LABS INC,1994-10-20,1996-10-01,2000-08-15,1994-10-20,8070,030837
87155,16763,00504E10,ACTIVE SOFTWARE INC,1999-08-13,2000-08-15,2000-08-15,1999-08-13,7370,122894
83801,14789,65931710,NORTH FACE INC,1996-07-02,1999-04-18,2000-08-14,1996-07-02,5130,063199
81237,13373,00500E10,ACRODYNE HOLDINGS INC,1995-02-13,1995-07-02,2000-08-14,1995-02-13,3663,031520
77434,11424,74371R10,PROTOCOL SYSTEMS INC,1992-03-24,2000-08-11,2000-08-11,1992-03-24,3840,025076
80667,13164,89485910,TREND LINES INC,1994-06-23,2000-08-11,2000-08-11,1994-06-23,5960,030676
86849,16465,92038N10,VALUE AMERICA INC,1999-04-08,2000-08-11,2000-08-11,1999-04-08,5990,119536
86886,16542,23857610,DAVIDS BRIDAL INC,1999-05-21,2000-08-10,2000-08-10,1999-05-21,5630,120716
81599,13703,00097510,A C T NETWORKS INC,1995-05-03,2000-08-10,2000-08-10,1995-05-03,3660,031757
85489,15778,69013110,OUTSOURCE INTERNATIONAL INC,1997-10-24,2000-08-09,2000-08-09,1997-10-24,7360,065690
85018,15517,28201210,JETFAX INC,1997-06-23,1999-02-08,2000-08-08,1997-06-23,3570,064886
76257,10719,55036210,LUNAR CORP,1990-08-14,2000-08-08,2000-08-08,1990-08-14,3840,023045
87225,17132,23246N10,CYBERGOLD INC,1999-09-23,2000-08-07,2000-08-07,1999-09-23,7310,124035
11425,9263,47117110,JASON INC,1987-06-16,2000-08-04,2000-08-04,1987-06-16,3990,013417
85027,15520,M7525210,OPTISYSTEMS SOLUTIONS LTD,1997-06-12,1999-05-03,2000-08-04,1997-06-12,7370,064893
85893,7820,08146510,BEN & JERRYS HOMEMADE INC,1985-10-30,1987-07-23,2000-08-03,1985-10-30,2020,011902
83395,14563,62010510,MOTORVAC TECHNOLOGIES INC,1996-04-30,2000-08-03,2000-08-03,1996-04-30,3590,062707
83479,14608,03040510,AMERICAN WAGERING INC,1996-05-10,2000-08-03,2000-08-03,1996-05-10,7990,062829
84076,15087,74835F10,EDUCATIONAL MEDICAL INC,1996-10-29,1998-09-22,2000-08-01,1996-10-29,8220,063886
84050,15064,02261110,ALYN CORP,1996-10-22,2000-08-01,2000-08-01,1996-10-22,3290,063832
80505,13034,03332K10,ANCOR COMMUNICATIONS INC,1994-05-03,2000-08-01,2000-08-01,1994-05-03,3660,030131
78134,11869,22527010,CREATIVE BIOMOLECULES INC,1992-12-18,2000-07-31,2000-07-31,1992-12-18,8730,026034
84817,15475,50193810,L H S GROUP INC,1997-05-16,2000-07-28,2000-07-28,1997-05-16,7370,064776
81587,13688,81948710,SHARED TECHS CELLULAR INC,1995-04-21,2000-07-28,2000-07-28,1995-04-21,4810,031745
83290,14478,86422110,MODACAD INC,1996-03-29,1999-07-18,2000-07-28,1996-03-29,7372,062519
11127,8986,70963510,PENTECH INTERNATIONAL INC,1987-02-20,2000-07-28,2000-07-28,1987-02-20,5090,013049
86523,16361,22528Y20,CREATIVE MASTER INTERNATIONAL IN,1998-12-24,2000-07-27,2000-07-27,1998-12-24,3940,066649
77025,11149,15231710,CENTIGRAM COMMUNCATIONS CORP,1991-10-11,2000-07-26,2000-07-26,1991-10-11,3660,024543
82175,22333,38653240,GRAND UNION CO,1995-08-14,1998-05-20,2000-07-26,1995-08-14,5410,061094
81750,13805,85219210,SPYGLASS INC,1995-06-27,2000-07-24,2000-07-24,1995-06-27,7370,060933
77657,11553,88891020,TODAYS MAN INC,1992-06-04,1997-12-30,2000-07-19,1992-06-04,5610,025353
10442,8359,48249810,K L L M TRANSPORT SVCS INC,1986-07-02,2000-07-19,2000-07-19,1986-07-02,4210,012331
81240,13584,03525010,ANICOM INC,1995-02-23,2000-07-18,2000-07-18,1995-02-23,5060,031551
82596,14153,64115010,NETTER DIGITAL ENTERTAINMENT INC,1995-11-21,2000-07-17,2000-07-17,1995-11-21,7810,061590
83922,14978,01586910,ALGOS PHARMACEUTICAL CORP,1996-09-26,2000-07-17,2000-07-17,1996-09-26,2830,153351
88363,16682,64114B20,NETIA HOLDINGS S A,2000-06-06,2000-07-14,2000-07-14,2000-06-06,4813,122337
77038,11132,69554210,PAGING NETWORK INC,1991-10-02,2000-07-14,2000-07-14,1991-10-02,4810,024510
80827,13290,54418310,LORONIX INFORMATION SYSTEMS INC,1994-08-25,2000-07-14,2000-07-14,1994-08-25,7370,030639
83810,14821,19259L10,COINMACH LAUNDRY CORP,1996-07-18,2000-07-13,2000-07-13,1996-07-18,7210,063278
77398,11392,00753B10,APPLIED LASER SYSTEMS,1992-03-10,1995-11-14,2000-07-12,1992-03-10,3670,025004
79882,12597,87307Q10,UNITED VIDEO SATELLITE GP INC,1993-11-19,1999-03-01,2000-07-12,1993-11-19,4840,029266
83137,14350,37939510,GLOBE BUSINESS RESOURCES INC,1996-02-08,2000-07-11,2000-07-11,1996-02-08,7350,062049
79305,12211,76164810,REXALL SUNDOWN INC,1993-06-18,2000-07-10,2000-07-10,1993-06-18,5120,028469
83308,14423,72790910,PLATINUM ENTERTAINMENT INC,1996-03-12,2000-07-10,2000-07-10,1996-03-12,5090,062368
79107,12082,78647510,SAFETY 1ST INC,1993-04-14,2000-07-10,2000-07-10,1993-04-14,3080,028138
80484,13011,92215010,VARI L INC,1994-04-20,1995-04-02,2000-07-06,1994-04-20,3670,030086
84589,15316,11739410,BRUNSWICK TECHNOLOGIES,1997-02-05,2000-07-06,2000-07-06,1997-02-05,2220,064345
87509,17534,68232L10,ONDISPLAY INC,1999-12-17,2000-07-05,2000-07-05,1999-12-17,7370,127414
86540,34962,26924010,E TEK DYNAMICS INC,1998-12-02,1999-01-03,2000-06-30,1998-12-02,3674,116431
86147,34810,03991710,ARCHITEL SYSTEMS CORP,1998-06-29,1999-08-26,2000-06-30,1998-06-29,4812,062362
84510,15347,03754810,APEX P C SOLUTIONS INC,1997-02-19,1999-06-30,2000-06-30,1997-02-19,3570,064397
81854,13886,23252210,CYBEX CORP,1995-07-28,1997-07-24,2000-06-30,1995-07-28,3570,061093
86903,16503,56564410,MAPQUEST COM INC,1999-05-04,2000-06-29,2000-06-29,1999-05-04,7370,120215
82193,13942,83371910,M V S I INC,1995-08-17,1998-12-13,2000-06-29,1995-08-17,3820,061175
81715,13823,45662K10,INFERENCE CORP,1995-06-30,2000-06-29,2000-06-29,1995-06-30,7370,060955
76481,26115,02553G10,ECO CORP,1990-10-24,1993-12-07,2000-06-29,1990-10-24,3652,020417
87431,17402,30064G10,EXACTIS COM INC,1999-11-19,2000-06-28,2000-06-28,1999-11-19,8900,126616
77248,11136,86769K10,SUNRISE LEASING CORP,1991-10-03,1995-02-14,2000-06-28,1991-10-03,7370,024511
76408,10715,92832C10,OMEGA HEALTH SYSTEMS INC,1990-08-10,1999-08-15,2000-06-28,1990-08-10,8010,022980
77401,11394,23954520,DAY RUNNER INC,1992-03-11,2000-04-30,2000-06-28,1992-03-11,2780,025017
79616,12403,69593410,PAIRGAIN TECHNOLOGIES INC,1993-09-15,2000-06-27,2000-06-27,1993-09-15,3660,028848
86214,15877,83080U10,SKY NETWORK TELEVISION LTD,1997-12-09,2000-06-23,2000-06-23,1997-12-09,4840,066001
87829,18717,04281010,ARROWPOINT COMMUNICATIONS INC,2000-03-31,2000-06-23,2000-06-23,2000-03-31,3570,133524
86257,16237,22542910,CREDITRUST CORP,1998-07-29,2000-06-21,2000-06-21,1998-07-29,7380,112888
79310,12227,80343610,SARATOGA SPRING WATER CO,1993-06-23,1994-09-11,2000-06-21,1993-06-23,5140,028489
82671,14265,87253810,T J T INC,1995-12-29,1999-06-30,2000-06-21,1995-12-29,3790,061776
85507,15789,89353710,TRANSCOASTAL MARINE SERVICES INC,1997-10-30,1999-08-31,2000-06-20,1997-10-30,1380,065724
82178,13952,41145C10,HARBINGER CORP,1995-08-22,2000-06-16,2000-06-16,1995-08-22,7370,061247
85969,16063,23115710,CUNNINGHAM GRAPHICS INTL INC,1998-04-22,2000-06-16,2000-06-16,1998-04-22,2750,109762
77845,11665,36076210,FUNCO INC,1992-08-12,2000-06-16,2000-06-16,1992-08-12,5990,025650
85277,15625,20589R10,CONCENTRIC NETWORK CORP,1997-08-01,2000-06-16,2000-06-16,1997-08-01,4810,065184
82566,14107,59133P10,CORESTAFF INC,1995-11-08,1998-03-22,2000-06-15,1995-11-08,7360,061507
85174,15572,15093710,CENTENNIAL HEALTHCARE CORP,1997-07-02,2000-06-14,2000-06-14,1997-07-02,8050,065020
84252,15102,76590510,RIDGEVIEW INC,1996-11-01,2000-06-14,2000-06-14,1996-11-01,2250,063925
85289,15661,92831N10,VISION TWENTY ONE INC,1997-08-19,2000-06-14,2000-06-14,1997-08-19,8740,065303
87161,16760,46601C10,IXNET INC,1999-08-12,2000-06-14,2000-06-14,1999-08-12,4810,122835
83471,14665,04523410,ASPECT DEVELOPMENT INC,1996-05-24,2000-06-09,2000-06-09,1996-05-24,7370,062932
11198,9048,88889610,TODD AO CORP,1987-03-24,2000-06-09,2000-06-09,1987-03-24,7820,006948
10303,8223,74191010,PRIME CAPITAL CORP,1986-05-29,1989-07-31,2000-06-09,1986-05-29,7390,012240
82703,14213,04362810,ASCENT ENTERTAINMENT GROUP INC,1995-12-13,2000-06-08,2000-06-08,1995-12-13,4840,061700
85385,15717,64121Q10,NETWORK SOLUTIONS INC DE,1997-09-26,2000-06-08,2000-06-08,1997-09-26,7370,065488
81878,13864,01625110,ALIGN RITE INTERNATIONAL INC,1995-07-21,2000-06-07,2000-06-07,1995-07-21,3220,061046
85466,15790,31164310,FAROUDJA INC,1997-10-30,2000-06-07,2000-06-07,1997-10-30,3650,065716
87475,17486,03431810,ANDOVER NET INC,1999-12-08,2000-06-06,2000-06-06,1999-12-08,7370,127175
76959,11047,66703110,NORTHSTAR COMPUTER FORMS INC,1991-07-26,2000-06-06,2000-06-06,1991-07-26,2760,019103
79993,12711,M6879H10,MEDIS E LTD,1993-12-21,2000-06-05,2000-06-05,1993-12-21,3820,029716
75557,9445,41229310,HARDING ASSOCIATES INC,1987-08-20,1992-03-01,2000-06-02,1987-08-20,8910,013781
80839,13251,87969E10,POLISH TELEPHONES & MICROWAVE CO,1994-08-10,1996-07-14,2000-06-02,1994-08-10,2830,030577
90107,7920,59085010,MET COIL SYSTEMS CORP,1985-12-13,1986-03-31,2000-06-02,1985-12-13,7379,011797
10456,8371,12516510,C E M CORP,1986-07-08,2000-06-02,2000-06-02,1986-07-08,3820,012548
86677,7757,17291710,CIRCUIT SYSTEMS INC,1985-09-26,2000-06-01,2000-06-01,1985-09-26,3670,011718
80156,12767,84657330,SPARTA FOODS INC,1994-01-11,2000-06-01,2000-06-01,1994-01-11,2050,025828
86775,16439,33852710,FLASHNET COMMUNICATIONS INC,1999-03-16,2000-05-31,2000-05-31,1999-03-16,4810,119016
76564,10832,15118610,CELTRIX LABORATORIES INC,1991-02-26,1992-01-02,2000-05-31,1991-02-26,2830,023622
79374,12268,15101610,CELESTIAL SEASONINGS INC NEW,1993-07-13,2000-05-30,2000-05-30,1993-07-13,2090,028579
86911,16501,71891910,PHOENIX INTL LIFE SCIENCES INC,1999-05-03,2000-05-30,2000-05-30,1999-05-03,8730,030980
80255,12842,60766030,MODERN MEDICAL MODALITIES CORP,1994-02-10,1999-03-11,2000-05-25,1994-02-10,8000,029706
84339,15232,88828910,TITAN EXPLORATION INC,1996-12-17,2000-05-25,2000-05-25,1996-12-17,1310,064168
87246,17152,58504610,MEDSCAPE INC,1999-09-28,2000-05-19,2000-05-19,1999-09-28,7370,122919
81480,13591,25367630,DIEHL GRAPHSOFT INC,1995-03-01,2000-05-19,2000-05-19,1995-03-01,7372,021543
86093,16081,91138420,UNITED ROAD SERVICES INC,1998-05-01,2000-05-04,2000-05-19,1998-05-01,7540,110106
81570,13651,62818810,MUSTANG SOFTWARE INC,1995-04-05,1999-10-11,2000-05-18,1995-04-05,7370,031679
80391,30354,36194210,GREENSTAR TELECOMMUNICATIONS INC,1994-03-11,1995-03-08,2000-05-16,1994-03-11,4822,027701
85545,15814,26883Y10,ESAT TELECOM GROUP PLC,1997-11-07,1999-03-15,2000-05-16,1997-11-07,4810,065794
82851,14302,97142610,WILMAR INDUSTRIES INC,1996-01-24,2000-05-16,2000-05-16,1996-01-24,5070,061873
76549,28936,29980610,EVEREST MEDICAL CORP,1990-12-06,2000-05-15,2000-05-15,1990-12-06,3840,023487
87174,16699,60504710,MISSION CRITICAL SOFTWARE INC,1999-08-05,2000-05-12,2000-05-12,1999-08-05,7370,122517
10513,8430,53631010,LIPOSOME COMPANY INC,1986-07-23,2000-05-12,2000-05-12,1986-07-23,2830,012397
79685,12494,23834110,DAVEL COMMUNICATIONS GROUP INC,1993-10-20,1998-12-22,2000-05-12,1993-10-20,4810,029038
83154,14367,68384P10,OPTICAL SENSORS INC,1996-02-14,2000-05-11,2000-05-11,1996-02-14,3840,062122
85743,15938,75603D10,REALAX SOFTWARE A G,1998-01-30,2000-05-08,2000-05-08,1998-01-30,7370,066395
76281,10730,25385X10,RADIUS INC,1990-08-21,1994-08-30,2000-05-08,1990-08-21,3570,023076
87382,17347,12694510,C V C INC,1999-11-12,2000-05-05,2000-05-05,1999-11-12,3560,126414
85006,15515,Q3079D10,CITYVIEW ENERGY CORP LTD,1997-06-11,1999-04-14,2000-05-05,1997-06-11,1310,064837
84209,15196,33935K20,FLETCHERS FINE FOODS LTD,1996-11-29,2000-05-05,2000-05-05,1996-11-29,2010,064072
